Material	UM	EAN/UPC	Ct	M
1139126	EA	6294003400811	ZE	X
1139130	EA	1931969	ZE	X
1139131	EA	1931952	ZE	X
1139132	EA	5034358038823	ZE	X
1139133	EA	5034358034849	ZE	X
1139134	EA	6001773931014	ZE	X
1139135	EA	5034358050306	ZE	X
1139136	EA	695240211745	ZE	X
1139137	EA	8901324061055	ZE	X
1139138	EA	8901324044140	ZE	X
1139139	EA	8901324044751	ZE	X
1139140	EA	8901324044706	ZE	X
1139142	EA	8901324047349	ZE	X
1139143	EA	1945102	ZE	X
1139144	EA	1945096	ZE	X
1139145	EA	7638900852622	ZE	X
1139146	EA	7638900852394	ZE	X
1139147	EA	7638900852370	ZE	X
1139148	EA	7638900852417	ZE	X
1139149	EA	7638900852363	ZE	X
1139150	EA	5032227447042	ZE	X
1139151	EA	5032227447035	ZE	X
1139152	EA	5020144805007	ZE	X
1139153	EA	5020144900009	ZE	X
1139154	EA	8902442197046	ZE	X
1139155	EA	8902442176768	ZE	X
1139156	EA	8902442199668	ZE	X
1139157	EA	8935001829973	ZE	X
1139158	EA	8902442199491	ZE	X
1139159	EA	8901324036251	ZE	X
1139160	EA	8901324047820	ZE	X
1139161	EA	1720044	ZE	X
1139162	EA	706121040009	ZE	X
1139163	EA	1578591	ZE	X
1139164	EA	5020144228073	ZE	X
1139165	EA	5020144228417	ZE	X
1139166	EA	5020144228424	ZE	X
1139167	EA	12844616415	ZE	X
1139168	EA	8906048841709	ZE	X
1139169	EA	8901324044775	ZE	X
1139170	EA	8901324036268	ZE	X
1139171	EA	8902442176539	ZE	X
1139172	EA	8902442179776	ZE	X
2026682	EA	1000000165814	IE	X
1127348	EA	4580511765316	FV	X
1139175	EA	8902442179974	ZE	X
1139176	EA	8902442179936	ZE	X
1139177	EA	8901324024623	ZE	X
1139178	EA	25001131669	ZE	X
1139179	EA	25001131645	ZE	X
1139180	EA	2702005464778	ZE	X
1139181	EA	8901324019001	ZE	X
1139182	EA	2200004346038	ZE	X
1139183	EA	2200004609461	ZE	X
1139184	EA	8901324110142	ZE	X
1139185	EA	5011566017857	ZE	X
1139187	EA	5032227443686	ZE	X
1139188	EA	5032227447837	ZE	X
1139189	EA	5020144500261	ZE	X
1139190	EA	5020144500117	ZE	X
1139191	EA	5020144802228	ZE	X
1139192	EA	5020144846710	ZE	X
1139193	EA	5020144846703	ZE	X
1139194	EA	5020144846727	ZE	X
1139195	EA	5020144846697	ZE	X
1139196	EA	5020144500155	ZE	X
1139197	EA	91400000882	ZE	X
1139198	EA	9140000967	ZE	X
1139199	EA	91400000844	ZE	X
1139200	EA	5020144500186	ZE	X
1139201	EA	5018704355314	ZE	X
1139202	EA	5018704357110	ZE	X
1139203	EA	5020144217152	ZE	X
1139204	EA	8710439254210	ZE	X
1139205	EA	5029594612852	ZE	X
1139206	EA	5020144400103	ZE	X
1139207	EA	70612182371	ZE	X
1139208	EA	70612182388	ZE	X
1139209	EA	5020144400097	ZE	X
1139210	EA	71153652545	ZE	X
1139211	EA	5020144213109	ZE	X
1139212	EA	2300770195	ZE	X
1139213	EA	5020144500933	ZE	X
1139214	EA	5060122824125	ZE	X
1141433	EA	3219110535327	FV	X
1139216	EA	5020144600466	ZE	X
1139217	EA	5020144600459	ZE	X
1139218	EA	5020144800644	ZE	X
1139219	EA	5029594611138	ZE	X
1139220	EA	5029594291538	ZE	X
1139221	EA	8710439219912	ZE	X
1139223	EA	5020144846635	ZE	X
1139224	EA	5020144830696	ZE	X
1139225	EA	8888299840093	ZE	X
1139226	EA	5020144830603	ZE	X
1139227	EA	5032227440364	ZE	X
1139228	EA	5020144800910	ZE	X
1139229	EA	8710439041643	ZE	X
1139230	EA	8710439038612	ZE	X
1139231	EA	8710439113623	ZE	X
1139232	EA	8710439113562	ZE	X
1139233	EA	5020144500322	ZE	X
1139234	EA	3520190929471	ZE	X
1139235	EA	3520190012722	ZE	X
1139236	EA	8710439038575	ZE	X
1139237	EA	8710439036519	ZE	X
1139238	EA	8710439037196	ZE	X
1139239	EA	8710439037158	ZE	X
1139240	EA	8710439961033	ZE	X
1139241	EA	8710439140681	ZE	X
1139242	EA	8710439101484	ZE	X
1139244	EA	5020144822585	ZE	X
1139245	EA	5020144822561	ZE	X
1139246	EA	70612103468	ZE	X
1139247	EA	70612109613	ZE	X
1139248	EA	5032227440012	ZE	X
1139249	EA	5020144500308	ZE	X
1139252	EA	71153655270	ZE	X
1139253	EA	5018704350319	ZE	X
1139254	EA	71153003507	ZE	X
1139255	EA	70612780911	ZE	X
1139258	EA	70612932709	ZE	X
1139259	EA	5020144600305	ZE	X
1139261	EA	5568039182005	ZE	X
1139262	EA	2568039182145	ZE	X
1139263	EA	690277664588	ZE	X
1139264	EA	690277664571	ZE	X
1139265	EA	690277664564	ZE	X
1139266	EA	9568039182322	ZE	X
1139267	EA	9568039182315	ZE	X
1139268	EA	9568039182285	ZE	X
1139269	EA	9568039182094	ZE	X
1139270	EA	2700312995	ZE	X
1139297	EA	6910200131418	ZE	X
1139298	EA	6910220385655	ZE	X
1139299	EA	4009017832792	ZE	X
1139300	EA	4009017936490	ZE	X
1139301	EA	6910200425326	ZE	X
1139302	EA	6910210968295	ZE	X
1139303	EA	6910220851303	ZE	X
1139304	EA	6910191417256	ZE	X
1139305	EA	6910190199870	ZE	X
1139306	EA	6910190319179	ZE	X
1139307	EA	691000112376	ZE	X
1139309	EA	1000064924297	ZE	X
1139310	EA	4009017258530	ZE	X
1139311	EA	4009017427677	ZE	X
1139312	EA	4009017254877	ZE	X
1139315	EA	1000064923177	ZE	X
1139316	EA	1000064923153	ZE	X
1139318	EA	1000064921708	ZE	X
1139319	EA	4009017828047	ZE	X
1139320	EA	4009017122855	ZE	X
1139321	EA	6926702188102	ZE	X
1139322	EA	6926702188225	ZE	X
1139323	EA	6926702188126	ZE	X
1139325	EA	1000064908143	ZE	X
1139328	EA	4719859438099	ZE	X
1139329	EA	4719859439409	ZE	X
1139331	EA	4719859430963	ZE	X
1139332	EA	5290107921406	ZE	X
1139333	EA	6926720622671	ZE	X
1139334	EA	6926720615031	ZE	X
1139335	EA	1000064908174	ZE	X
1139337	EA	4719859440030	ZE	X
1139338	EA	1000064820070	ZE	X
1139339	EA	2500458657	ZE	X
1139340	EA	1000064917145	ZE	X
1139341	EA	1000064917404	ZE	X
1139342	EA	4009017468588	ZE	X
1139343	EA	4009017536898	ZE	X
1139344	EA	1000064917138	ZE	X
1139345	EA	1000064917121	ZE	X
1139346	EA	1000064917107	ZE	X
1139347	EA	1000064906576	ZE	X
1139348	EA	4710017006693	ZE	X
1139349	EA	4710017006303	ZE	X
1139350	EA	4710017003074	ZE	X
1139351	EA	4710017003098	ZE	X
1139352	EA	4710017006266	ZE	X
1139353	EA	4710017006259	ZE	X
1139354	EA	4710017036423	ZE	X
1139355	EA	4710017036416	ZE	X
1139357	EA	8028514000318	ZE	X
1139358	EA	8201311070085	ZE	X
1139359	EA	6971355610210	ZE	X
1139360	EA	9000000031036	ZE	X
1139361	EA	9000000027404	ZE	X
1139362	EA	9000000030251	ZE	X
1139363	EA	9000000021235	ZE	X
1139364	EA	6931034127825	ZE	X
1139365	EA	5601645231474	ZE	X
1139366	EA	5601645231467	ZE	X
1139367	EA	5601645231450	ZE	X
1139368	EA	5601645231443	ZE	X
1139369	EA	5604730119152	ZE	X
1139370	EA	5604730112795	ZE	X
1139371	EA	5604730112610	ZE	X
1139372	EA	5604730095418	ZE	X
1139373	EA	5604730118247	ZE	X
1139374	EA	5604730118575	ZE	X
1139375	EA	5604730117783	ZE	X
1139376	EA	5604730117776	ZE	X
1139377	EA	5604730117264	ZE	X
1139378	EA	5604730116779	ZE	X
1139379	EA	5604730117813	ZE	X
1139380	EA	5604730118308	ZE	X
1139381	EA	5604730117288	ZE	X
1139382	EA	5604730118261	ZE	X
1139383	EA	5604730117097	ZE	X
1139384	EA	5604730118070	ZE	X
1139385	EA	5604730116793	ZE	X
1139386	EA	5604730117455	ZE	X
1139387	EA	5604730117301	ZE	X
1139388	EA	5604730118612	ZE	X
1139389	EA	5604730117820	ZE	X
1139390	EA	5604730118285	ZE	X
1139391	EA	5604730118094	ZE	X
1139392	EA	5604730117493	ZE	X
1139393	EA	5604730118292	ZE	X
1139394	EA	5604730117516	ZE	X
1139395	EA	5604730117837	ZE	X
1139396	EA	5604730117332	ZE	X
1139397	EA	5604730117141	ZE	X
1139398	EA	5604730117790	ZE	X
1139399	EA	5604730118100	ZE	X
1139400	EA	5604730118063	ZE	X
1139401	EA	5604730118056	ZE	X
1139402	EA	5604730117325	ZE	X
1139403	EA	5604730118636	ZE	X
1139404	EA	5604730118117	ZE	X
1139405	EA	5604730118995	ZE	X
1139406	EA	5604730117318	ZE	X
1139407	EA	5604730116748	ZE	X
1139408	EA	5604730117806	ZE	X
1139409	EA	5604730118254	ZE	X
1139410	EA	5604730117080	ZE	X
1139411	EA	5604730118087	ZE	X
1139412	EA	5060422094310	ZE	X
1139413	EA	6931034127829	ZE	X
1139414	EA	6931034127805	ZE	X
1139415	EA	6931034127881	ZE	X
1139416	EA	8994801403547	ZE	X
1107084	EA	2500352795	FV	X
1139418	EA	8691498841019	ZE	X
1139419	EA	5060422095935	ZE	X
1139420	EA	5060422092156	ZE	X
1139421	EA	5060422096086	ZE	X
1139422	EA	5060422092170	ZE	X
1139423	EA	5060253461022	ZE	X
1139424	EA	5604730111811	ZE	X
1139425	EA	5604730112306	ZE	X
1139426	EA	5604730113204	ZE	X
1139427	EA	5604730113334	ZE	X
1139428	EA	5604730113327	ZE	X
1139429	EA	5601645230149	ZE	X
1139430	EA	5601645230248	ZE	X
1139431	EA	5601645230262	ZE	X
1139432	EA	5601645229730	ZE	X
1139433	EA	5601645229921	ZE	X
1139434	EA	5601645230606	ZE	X
1139435	EA	5604730085082	ZE	X
1139436	EA	5604730095166	ZE	X
1139437	EA	5604730099607	ZE	X
1139438	EA	5604730104448	ZE	X
1139439	EA	5604730104417	ZE	X
1139440	EA	5601645229167	ZE	X
1139441	EA	5601645302785	ZE	X
1139442	EA	6931034127873	ZE	X
1139443	EA	5060422098011	ZE	X
1139444	EA	5604730081282	ZE	X
1139445	EA	5601645225787	ZE	X
1139446	EA	7611722011064	ZE	X
1139447	EA	7611722010937	ZE	X
1139448	EA	7611722011101	ZE	X
1139449	EA	5060253460780	ZE	X
1139450	EA	5060253461046	ZE	X
1139451	EA	5601645230521	ZE	X
1139452	EA	5601645230460	ZE	X
1139453	EA	5601645230484	ZE	X
1139454	EA	5601645230255	ZE	X
1139455	EA	5604730084740	ZE	X
1139456	EA	5016873021603	ZE	X
1139457	EA	5016873022341	ZE	X
1139458	EA	5016873021047	ZE	X
1139459	EA	5016873021030	ZE	X
1139460	EA	5032608075086	ZE	X
1139461	EA	8413623970445	ZE	X
1139462	EA	7610425382204	ZE	X
1139463	EA	5601645218666	ZE	X
1139464	EA	4024526003228	ZE	X
1139465	EA	5604730040111	ZE	X
1139466	EA	5601645225558	ZE	X
1139467	EA	5601645225534	ZE	X
1139468	EA	5601645225794	ZE	X
1139469	EA	5601645225510	ZE	X
1139470	EA	5601645201583	ZE	X
1139471	EA	5601645215689	ZE	X
1139472	EA	5601645225503	ZE	X
1139473	EA	5601645225770	ZE	X
1139474	EA	5601645217706	ZE	X
1139475	EA	5601645225466	ZE	X
1139476	EA	5601645225480	ZE	X
1139477	EA	5601645225497	ZE	X
1139478	EA	5601645225473	ZE	X
1139479	EA	5604730040067	ZE	X
1139480	EA	5604730042979	ZE	X
1107104	EA	6291109621553	FV	X
1107139	EA	6291109620464	FV	X
1107196	EA	91037147745	FV	X
1139484	EA	2500322002	ZE	X
1139485	EA	2500321999	ZE	X
1139486	EA	2500321982	ZE	X
1139487	EA	7611722015642	ZE	X
1139488	EA	7611722015680	ZE	X
1139489	EA	7610425102000	ZE	X
1107199	EA	6291109620136	FV	X
1139491	EA	8413623145164	ZE	X
1107290	EA	6291109621522	FV	X
1107339	EA	6291109621935	FV	X
1139498	EA	2500115000	ZE	X
1139499	EA	868970135616	ZE	X
1139500	EA	868963135616	ZE	X
1139501	EA	868175135619	ZE	X
1139502	EA	868160135617	ZE	X
1139503	EA	868147135616	ZE	X
1139504	EA	868135135611	ZE	X
1139505	EA	868070135615	ZE	X
1139506	EA	868068135610	ZE	X
1139507	EA	868067135611	ZE	X
1139508	EA	868064135614	ZE	X
1139509	EA	868062135616	ZE	X
1139510	EA	868060135618	ZE	X
1139511	EA	868059135612	ZE	X
1139512	EA	868058135613	ZE	X
1139513	EA	868057135614	ZE	X
1139514	EA	868056135615	ZE	X
1139515	EA	868055135616	ZE	X
1139516	EA	868054135617	ZE	X
1139517	EA	868049135615	ZE	X
1139518	EA	868048135616	ZE	X
1139519	EA	868046135618	ZE	X
1139520	EA	868040135614	ZE	X
1139521	EA	868036135611	ZE	X
1139522	EA	868034135613	ZE	X
1139523	EA	868944135611	ZE	X
1139524	EA	867460135617	ZE	X
1139525	EA	867458135612	ZE	X
1139526	EA	867401135614	ZE	X
1139527	EA	867065135616	ZE	X
1139528	EA	867064135617	ZE	X
1139529	EA	867044135613	ZE	X
1139530	EA	867043135614	ZE	X
1139531	EA	852196135611	ZE	X
1139532	EA	852183135617	ZE	X
1139533	EA	852057135613	ZE	X
1139534	EA	852071135613	ZE	X
1139535	EA	840013135616	ZE	X
1139536	EA	835006135612	ZE	X
1139537	EA	834076135614	ZE	X
1139538	EA	834075135615	ZE	X
1139539	EA	834074135616	ZE	X
1139540	EA	834001135610	ZE	X
1139541	EA	832075135611	ZE	X
1139542	EA	832065135614	ZE	X
1139543	EA	831091135612	ZE	X
1139544	EA	831018135619	ZE	X
1139545	EA	831017135610	ZE	X
1139546	EA	830033135611	ZE	X
1139547	EA	830032135612	ZE	X
1139548	EA	828003135617	ZE	X
1139549	EA	828002135618	ZE	X
1139550	EA	828001135619	ZE	X
1139551	EA	826622135612	ZE	X
1162549	EA	6281008052107	ZE	X
1162562	EA	195949052620	ZE	X
1162563	EA	195949688577	ZE	X
1162564	EA	195949689659	ZE	X
1162565	EA	8806095252766	ZE	X
1162566	EA	8806095252780	ZE	X
1162567	EA	194644200916	ZE	X
1162568	EA	194644216009	ZE	X
1162569	EA	194644285098	ZE	X
1162570	EA	194644057114	ZE	X
1162571	EA	194644126070	ZE	X
1162572	EA	6941487282562	ZE	X
1162573	EA	6975840260188	ZE	X
1162574	EA	9000000037953	ZE	X
1162575	EA	9000000038004	ZE	X
1162576	EA	9000000037786	ZE	X
1162577	EA	9000000037960	ZE	X
1162578	EA	6297804544586	ZE	X
1162579	EA	6297800451024	ZE	X
1162580	EA	6298045400402	ZE	X
1162581	EA	6298704545048	ZE	X
1162582	EA	6293250544477	ZE	X
1162583	EA	6350453245454	ZE	X
1162584	EA	6947912711973	ZE	X
1162585	EA	6947912712000	ZE	X
1162586	EA	6947912711843	ZE	X
1162587	EA	6947912712017	ZE	X
1162588	EA	6947912712147	ZE	X
1162589	EA	6947912711829	ZE	X
1162590	EA	6947912712116	ZE	X
1162591	EA	6947912711881	ZE	X
1162592	EA	6947912712062	ZE	X
1162593	EA	6947912711904	ZE	X
1162594	EA	6947912711935	ZE	X
1162595	EA	6947912712178	ZE	X
1162596	EA	6947912712161	ZE	X
1162597	EA	6947912711836	ZE	X
1162598	EA	6947912711850	ZE	X
1162599	EA	6947912711928	ZE	X
1162600	EA	6947912712130	ZE	X
1162601	EA	6947912712162	ZE	X
1162602	EA	6947912711867	ZE	X
1164908	EA	6935100196459	ZE	X
1164909	EA	6935100196442	ZE	X
1164910	EA	6935100187242	ZE	X
1164911	EA	6935100191416	ZE	X
1164912	EA	6849108448284	ZE	X
1164913	EA	6849108441346	ZE	X
1164914	EA	6849108448963	ZE	X
1164915	EA	990478170568	ZE	X
1164916	EA	990478107151	ZE	X
1164917	EA	990478107168	ZE	X
1164918	EA	990478124011	ZE	X
1164919	EA	6849108449519	ZE	X
1164920	EA	990478117167	ZE	X
1164921	EA	6849108449137	ZE	X
1164922	EA	6849108446938	ZE	X
1164923	EA	6849108446945	ZE	X
8030986	EA	1000064873342	ZE	X
8030987	EA	1000064895870	ZE	X
8030988	EA	1000064895887	ZE	X
8030989	EA	1000064895849	ZE	X
8030990	EA	1000064873380	ZE	X
8030991	EA	1000064873397	ZE	X
8030992	EA	1000064873410	ZE	X
8030993	EA	1000064873434	ZE	X
8030994	EA	1000064873465	ZE	X
8030995	EA	1000064873472	ZE	X
8030996	EA	1000064895917	ZE	X
8030997	EA	1000064873502	ZE	X
8030998	EA	1000064873519	ZE	X
1166084	EA	810062685554	ZE	X
8033280	EA	6936520881123	ZE	X
1139552	EA	826601135619	ZE	X
1139553	EA	823074135610	ZE	X
1139554	EA	823073135611	ZE	X
1139555	EA	809236135612	ZE	X
1139556	EA	808152135614	ZE	X
1139557	EA	808124135611	ZE	X
1139558	EA	808123135612	ZE	X
1139559	EA	808110135618	ZE	X
1139560	EA	803962135618	ZE	X
1139561	EA	803631135611	ZE	X
1139562	EA	803520135616	ZE	X
1139563	EA	802280135614	ZE	X
1139564	EA	802276135611	ZE	X
1139565	EA	802275135612	ZE	X
1139566	EA	802256135617	ZE	X
1139567	EA	801105135617	ZE	X
1139568	EA	801103135619	ZE	X
1139569	EA	801102135610	ZE	X
1139570	EA	801101135611	ZE	X
1139571	EA	1106001135611	ZE	X
1139572	EA	1106001135612	ZE	X
1139573	EA	1106001135613	ZE	X
1139574	EA	1106001135614	ZE	X
1139575	EA	1106001135615	ZE	X
1139576	EA	1106001135616	ZE	X
1139577	EA	1106001135617	ZE	X
1139578	EA	6941057426778	ZE	X
1139579	EA	6941057426730	ZE	X
1139580	EA	6941057423753	ZE	X
1139581	EA	6941057423340	ZE	X
1139582	EA	6941057426037	ZE	X
1139583	EA	6941057422824	ZE	X
1139584	EA	6941057425696	ZE	X
1139585	EA	6941057425689	ZE	X
1139586	EA	6941057425672	ZE	X
1139587	EA	6941057425665	ZE	X
1139588	EA	6941057463674	ZE	X
1139589	EA	6941057450308	ZE	X
1139590	EA	6941057466118	ZE	X
1139591	EA	6941057420561	ZE	X
1139592	EA	6941057420943	ZE	X
1139593	EA	6941057420530	ZE	X
1139594	EA	6941057420509	ZE	X
1139595	EA	6941057420455	ZE	X
1139596	EA	6941057420967	ZE	X
1139597	EA	6941057452418	ZE	X
1139598	EA	6941057463476	ZE	X
1139599	EA	6941057455860	ZE	X
1139600	EA	6941057456232	ZE	X
1139601	EA	6941057420202	ZE	X
1139602	EA	6941057420288	ZE	X
1139603	EA	6941057420264	ZE	X
1139604	EA	6941057421728	ZE	X
1139605	EA	6941057421704	ZE	X
1139606	EA	6941057422787	ZE	X
1139607	EA	6941057408415	ZE	X
1139608	EA	6941057408408	ZE	X
1139609	EA	6941057408392	ZE	X
1139610	EA	6941057408378	ZE	X
1139611	EA	6941057408361	ZE	X
1139612	EA	6941057408354	ZE	X
1139613	EA	6941057402406	ZE	X
1139614	EA	6941057402420	ZE	X
1139615	EA	6941057452609	ZE	X
1139616	EA	6941057452586	ZE	X
1139617	EA	6941057402383	ZE	X
1139618	EA	6941057401126	ZE	X
1139619	EA	6941057457031	ZE	X
1139620	EA	6941057404752	ZE	X
1139621	EA	6941057401478	ZE	X
1139622	EA	6941057400327	ZE	X
1139623	EA	6941057400341	ZE	X
1139624	EA	6941057400099	ZE	X
1139625	EA	6941057421841	ZE	X
1139626	EA	6941057423296	ZE	X
1139627	EA	6941057401072	ZE	X
1139628	EA	6941057402222	ZE	X
1139629	EA	6941057422695	ZE	X
1139630	EA	6941057401058	ZE	X
1139631	EA	6941057402376	ZE	X
1139632	EA	6941057452623	ZE	X
1139633	EA	6941057454269	ZE	X
1139634	EA	6941057407630	ZE	X
1139635	EA	6941057413075	ZE	X
1139636	EA	6941057409030	ZE	X
1139637	EA	6941057402758	ZE	X
1139638	EA	6941057409047	ZE	X
1139639	EA	6941057402369	ZE	X
1139640	EA	6941057402482	ZE	X
1139641	EA	6941057453804	ZE	X
1139642	EA	6941057407418	ZE	X
1139643	EA	6941057402178	ZE	X
1139644	EA	6941057456713	ZE	X
1139645	EA	6941057408811	ZE	X
1139646	EA	6941057400006	ZE	X
1139647	EA	6941057455235	ZE	X
1139648	EA	6941057422633	ZE	X
1139649	EA	6941057403885	ZE	X
1139650	EA	6941057401492	ZE	X
1139651	EA	6941057417431	ZE	X
1139652	EA	6941057402543	ZE	X
1139653	EA	6941057408859	ZE	X
1139654	EA	6941057453323	ZE	X
1139655	EA	6941057415314	ZE	X
1139656	EA	6941057403861	ZE	X
1139657	EA	6941057404646	ZE	X
1139658	EA	6941057404639	ZE	X
1139659	EA	6941057404592	ZE	X
1139660	EA	6941057404585	ZE	X
1139661	EA	6941057418117	ZE	X
1139662	EA	6941057414843	ZE	X
1139663	EA	6941057415260	ZE	X
1139664	EA	6941057418384	ZE	X
1139665	EA	6941057418377	ZE	X
1139666	EA	6941057415420	ZE	X
1139667	EA	6941057466750	ZE	X
1139668	EA	6941057415321	ZE	X
1139669	EA	6941057454092	ZE	X
1139670	EA	6941057402772	ZE	X
1139671	EA	6941057400150	ZE	X
1139672	EA	6941057425818	ZE	X
1139673	EA	6941057415291	ZE	X
1139674	EA	6941057415284	ZE	X
1139675	EA	6941057402994	ZE	X
1139676	EA	6941057402987	ZE	X
1139677	EA	6941057417837	ZE	X
1139678	EA	6941057422626	ZE	X
1139679	EA	6941057421834	ZE	X
1139680	EA	6941057415352	ZE	X
1139681	EA	6941057413150	ZE	X
1139682	EA	6941057425788	ZE	X
1139683	EA	6941057402574	ZE	X
1139684	EA	6941057425702	ZE	X
1139685	EA	6941057413143	ZE	X
1139686	EA	6941057462097	ZE	X
1139687	EA	6941057404837	ZE	X
1139688	EA	6941057402215	ZE	X
1139689	EA	6941057417202	ZE	X
1139690	EA	6941057422701	ZE	X
1139691	EA	6941057417141	ZE	X
1139692	EA	6941057421810	ZE	X
1139693	EA	6941057406596	ZE	X
1139694	EA	6941057413082	ZE	X
1139695	EA	6941057422718	ZE	X
1139696	EA	6941057400129	ZE	X
1139697	EA	848488135612	ZE	X
1139698	EA	848815135612	ZE	X
1139699	EA	848542135619	ZE	X
1139700	EA	848543135618	ZE	X
1139701	EA	841072135616	ZE	X
1139702	EA	841071135617	ZE	X
1139703	EA	848788135619	ZE	X
1139704	EA	848785135612	ZE	X
1139705	EA	848792135612	ZE	X
1139706	EA	848789135618	ZE	X
1139707	EA	848784135613	ZE	X
1139708	EA	841186135618	ZE	X
1139709	EA	841182135612	ZE	X
1139710	EA	848845135613	ZE	X
1139711	EA	848806135614	ZE	X
1139712	EA	848805135615	ZE	X
1139713	EA	841055135619	ZE	X
1139714	EA	841054135610	ZE	X
1139715	EA	848820135614	ZE	X
1139716	EA	841009135610	ZE	X
1139717	EA	841007135612	ZE	X
1139718	EA	841086135619	ZE	X
1139719	EA	841085135610	ZE	X
1139720	EA	848817135610	ZE	X
1139721	EA	841166135614	ZE	X
1139722	EA	848812135615	ZE	X
1139723	EA	841061135610	ZE	X
1139724	EA	841134135615	ZE	X
1139725	EA	841070135618	ZE	X
1139726	EA	841205135612	ZE	X
1139727	EA	841067135614	ZE	X
1139728	EA	841069135612	ZE	X
1139729	EA	841068135613	ZE	X
1139730	EA	841062135619	ZE	X
1139731	EA	843336135615	ZE	X
1139732	EA	848335135611	ZE	X
1139733	EA	848763135610	ZE	X
1139734	EA	848996135616	ZE	X
1139735	EA	848739135613	ZE	X
1139736	EA	848517135613	ZE	X
1139737	EA	848514135616	ZE	X
1139738	EA	841198135613	ZE	X
1139739	EA	848865135617	ZE	X
1139740	EA	844120135613	ZE	X
1139741	EA	844078104570	ZE	X
1139742	EA	848829135615	ZE	X
1139743	EA	848315104576	ZE	X
1139744	EA	848156135616	ZE	X
1139745	EA	848808135612	ZE	X
1139746	EA	848342135611	ZE	X
1139747	EA	848198135612	ZE	X
1139748	EA	848158135614	ZE	X
1139749	EA	848286135616	ZE	X
1139750	EA	848375135619	ZE	X
1139751	EA	848299135610	ZE	X
1139752	EA	848222135618	ZE	X
1139753	EA	848363135614	ZE	X
1139754	EA	848312135610	ZE	X
1139755	EA	848314135618	ZE	X
1139756	EA	848159135613	ZE	X
1139757	EA	844177135611	ZE	X
1139758	EA	841217135617	ZE	X
1139759	EA	848560135615	ZE	X
1139760	EA	848561135614	ZE	X
1139761	EA	848558135610	ZE	X
1139762	EA	848557135611	ZE	X
1139763	EA	848556135612	ZE	X
1139764	EA	848555135613	ZE	X
1139765	EA	848553135615	ZE	X
1139766	EA	848552135616	ZE	X
1139767	EA	848537135617	ZE	X
1139768	EA	848536135618	ZE	X
1139769	EA	848540135611	ZE	X
1139770	EA	848539135615	ZE	X
1139771	EA	841037135613	ZE	X
1139772	EA	841036135614	ZE	X
1139773	EA	848349135614	ZE	X
1139774	EA	848904135615	ZE	X
1139775	EA	848866135616	ZE	X
1139776	EA	844009135611	ZE	X
1139777	EA	844018135619	ZE	X
1139778	EA	844036135615	ZE	X
1139779	EA	844066135616	ZE	X
1139780	EA	844065135617	ZE	X
1139781	EA	848538135616	ZE	X
1139782	EA	848328135611	ZE	X
1139783	EA	848327135612	ZE	X
1139784	EA	844121135612	ZE	X
1139785	EA	844118135618	ZE	X
1139786	EA	848846135612	ZE	X
1139787	EA	848828135616	ZE	X
1139788	EA	841063135618	ZE	X
1139789	EA	113009135618	ZE	X
1139790	EA	6941057413259	ZE	X
1139791	EA	6941057417264	ZE	X
1139792	EA	6941057417196	ZE	X
1139793	EA	6941057407685	ZE	X
1139794	EA	6941057407722	ZE	X
1139795	EA	6941057400266	ZE	X
1139796	EA	6941057450254	ZE	X
1139797	EA	6941057454719	ZE	X
1139798	EA	6957219914748	ZE	X
1139799	EA	78257446704	ZE	X
1139802	EA	6941057454801	ZE	X
1139804	EA	848358135612	ZE	X
1139805	EA	848356135614	ZE	X
1139806	EA	848324135615	ZE	X
1139807	EA	848237135610	ZE	X
1139808	EA	848370135614	ZE	X
1139809	EA	848368135619	ZE	X
1139810	EA	848203135613	ZE	X
1139811	EA	848201135615	ZE	X
1139812	EA	848193135617	ZE	X
1139813	EA	848185135618	ZE	X
1139814	EA	848184135619	ZE	X
1139815	EA	848183135610	ZE	X
1139816	EA	848182135611	ZE	X
1139817	EA	848175135611	ZE	X
1139818	EA	848150135612	ZE	X
1139819	EA	848088135616	ZE	X
1139820	EA	848085135619	ZE	X
1139821	EA	848084135610	ZE	X
1139822	EA	848041135615	ZE	X
1139823	EA	848039135610	ZE	X
1139824	EA	7703340628141	ZE	X
1139825	EA	7703340538365	ZE	X
1139826	EA	868421135615	ZE	X
1139827	EA	868401135611	ZE	X
1139828	EA	813836135613	ZE	X
1139829	EA	808146135613	ZE	X
1139830	EA	826617135610	ZE	X
1139831	EA	826613135614	ZE	X
1139832	EA	821113135614	ZE	X
1139834	EA	871559135617	ZE	X
1139835	EA	1226004410020	ZE	X
1139836	EA	6954448116134	ZE	X
1139837	EA	6954448044932	ZE	X
1139838	EA	6951118036464	ZE	X
1139839	EA	6952228028721	ZE	X
1139840	EA	6955558026221	ZE	X
1139841	EA	6955557886031	ZE	X
1139842	EA	6954447579480	ZE	X
1139843	EA	6957777573913	ZE	X
1139844	EA	6951117553771	ZE	X
1139845	EA	6953335074731	ZE	X
1139846	EA	6957774800142	ZE	X
1139847	EA	6957774199567	ZE	X
1139848	EA	6956664110255	ZE	X
1139849	EA	6464655222172	ZE	X
1139850	EA	6464654278224	ZE	X
1139851	EA	5310000002276	ZE	X
1139852	EA	5310000002269	ZE	X
1139853	EA	5310000002252	ZE	X
1139854	EA	5310000001477	ZE	X
1139855	EA	5310000000289	ZE	X
1139856	EA	5310000000272	ZE	X
1139857	EA	5310000000265	ZE	X
